model,object,n_test,train_time_s,epochs_run,batch_size,learning_rate,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_baseline,ELG,25021,6575.437455654144,50,64,0.0003,0.021504568098235734,0.009730841964483261,0.9538829326629639,-0.00039307965198531747,0.0036984060425311327,0.05195635666040527,1.0271372047480116,0.05195635666040527
