model,object,n_test,train_time_s,epochs_run,heatmap_weight,sigma_bins,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_linedet,ELG,25021,3542.112541913986,27,0.2,2.0,0.053823481038998124,0.013372134417295456,0.7111026048660278,1.2759302990161814e-05,0.000313847151119262,1.0990767755085729,4.200471603852764,1.0990767755085729
