model,object,split,n_test,train_time_s,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_baseline_stratified,LRG,stratified_from_flex,19643,4624.918194293976,0.01489033887397251,0.007827241905033588,0.9710114002227783,0.00025462053599767387,0.00394646218046546,0.010181744132769944,0.36654278877971797,0.010181744132769944
