n_components,variance_retained,best_iteration,nmad,mae,bias,eta_outliers_0.05,eta_outliers_0.15,train_time_s
300,0.731916606426239,707,0.051481880247592926,0.07580986618995667,0.003885951591655612,33.60776947364214,0.22381199792174572,27.103148698806763
500,0.812812328338623,2564,0.04023225978016853,0.06133433058857918,0.001824732986278832,22.525078933695696,0.1398824987010911,432.1127018928528
800,0.8674618601799011,3716,0.03658188506960869,0.05695151165127754,0.001917924266308546,19.455657247911752,0.09591942768074817,769.8471930027008
1200,0.9066444039344788,5048,0.03521480783820152,0.05557653307914734,0.0015617357566952705,18.40454018624356,0.09591942768074817,1744.7725801467896
1912,0.9447703957557678,4460,0.03554443269968033,0.05579531565308571,0.0015757158398628235,18.612365612885178,0.11590264178090405,2377.697514295578
