model,object,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
xgboost_baseline,QSO,0.17903083561246552,0.13007766008377075,0.7732367515563965,-0.00028721109265461564,0.05502834916114807,6.093142158497277,38.02378570634656,6.093142158497277
