model,object,n_test,train_time_s,epochs_run,heatmap_weight,conf_weight,sigma_bins,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_qso_linedet,QSO,44985,7209.497693777084,43,0.2,0.2,2.0,0.2266964352100706,0.1445479691028595,0.636414647102356,0.00455451849848032,0.04230482131242752,12.201845059464265,37.44359230854729,12.201845059464265
