model,object,n_test,train_time_s,epochs_run,batch_size,learning_rate,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_baseline,LRG,19643,5318.171738624573,50,64,0.0003,0.014088961421074724,0.007334068417549133,0.9740476608276367,-0.00087932770838961,0.0034606794361025095,0.005090872066384972,0.3207249401822532,0.005090872066384972
