trial,score,best_epoch,val_mae,val_sigma,val_bias,val_eta_15,n_conv_blocks,n_dense_layers,n_units,kernel_size,dropout_rate,learning_rate,weight_decay,activation,batch_size
115,0.019869787618517876,12,0.019869787618517876,0.01153541263192892,7.999522495083511e-05,0.005989099838294304,4,2,640,25,0.1891061863526403,0.000886407330998165,6.044620417552797e-05,elu,32
101,0.020284824073314667,14,0.020284824073314667,0.012110967189073563,0.002350535476580262,0.005989099838294304,2,3,576,25,0.07591823409880316,0.0009468859296487238,4.3381894382275675e-05,swish,32
111,0.020302165299654007,22,0.020302165299654007,0.007892102003097534,0.006740518845617771,0.017967299514882913,4,2,832,25,0.14633653581633904,0.00042092290784872556,3.7204957359276956e-05,swish,32
13,0.02075149305164814,22,0.02075149305164814,0.012116088531911373,0.003953092731535435,0.023956399353177216,3,2,576,11,0.11838179296174708,0.00042409832398324326,1.6833597540241425e-05,swish,64
103,0.020872026681900024,16,0.020872026681900024,0.012930256314575672,-0.0005097569664940238,0.0,3,2,768,21,0.15676699541941108,0.0010630039329227665,5.765220689759238e-06,swish,64
110,0.02103767730295658,16,0.02103767730295658,0.011676196940243244,0.006267386954277754,0.0,4,2,768,25,0.17643568979949828,0.0013147731987326464,5.290738102265122e-05,swish,64
104,0.0220341756939888,13,0.0220341756939888,0.01242368295788765,0.003477548947557807,0.011978199676588608,4,2,512,11,0.2664016117746435,0.0005492946850858732,8.222513436388163e-06,swish,32
28,0.02212461270391941,14,0.02212461270391941,0.00990068819373846,0.008071217685937881,0.0,3,3,512,21,0.24912992373119083,0.0011849828507489377,0.0009320413883293632,swish,32
12,0.02221102826297283,16,0.02221102826297283,0.013683473691344261,-0.0030155277345329523,0.005989099838294304,3,2,576,21,0.2327221590301234,0.0005090873160060656,1.107604225184624e-05,swish,32
42,0.022773757576942444,14,0.022773757576942444,0.013832591474056244,8.829427679302171e-05,0.0,4,2,640,15,0.12107593774882691,0.0007234010371956921,7.076421214554113e-05,swish,32
25,0.023056792095303535,15,0.023056792095303535,0.011839760467410088,0.00664095114916563,0.005989099838294304,4,2,512,21,0.1811016064569898,0.00024148072525434987,7.735893166753235e-05,swish,32
41,0.02307966910302639,14,0.02307966910302639,0.012312904931604862,-0.00533011881634593,0.005989099838294304,4,2,704,21,0.2835572501167882,0.0005672405508554818,1.6234715008250728e-05,swish,32
8,0.02321525104343891,22,0.02321525104343891,0.013942674733698368,0.003533012932166457,0.017967299514882913,3,3,448,11,0.1402634929450309,0.00037126241790405324,2.6691294054368943e-06,relu,64
27,0.024354293942451477,19,0.024354293942451477,0.015726402401924133,-0.00023623561719432473,0.023956399353177216,4,1,768,25,0.154958770159225,0.0026953093019450604,0.00020922100571946803,swish,128
15,0.02525358833372593,16,0.02525358833372593,0.015284938737750053,0.003752785502001643,0.04192369886806013,4,1,576,11,0.10917520515204195,0.0007838058061232058,2.719356358695488e-05,swish,64
29,0.025406233966350555,17,0.025406233966350555,0.00992840901017189,0.011032466776669025,0.029945499191471523,4,2,768,15,0.3238212732493115,0.001938928245531295,0.0004433272859943061,relu,32
4,0.02621849626302719,28,0.02621849626302719,0.016171300783753395,-0.0006422179285436869,0.005989099838294304,1,4,832,21,0.26870215041229617,0.0034877126245459306,3.569679952400554e-06,swish,32
20,0.02685285545885563,9,0.02685285545885563,0.014381217770278454,-0.005560401361435652,0.04192369886806013,4,1,448,25,0.23775059629785836,0.002344345629654608,0.00010433820144397157,swish,32
