model,object,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
xgboost_baseline,LRG,0.037556952886003914,0.027784869074821472,0.8155839443206787,0.0019720776472240686,0.017582613974809647,0.0,2.9577966705696688,0.0
