model,object,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
xgboost_baseline,ELG,0.05950647592063947,0.04418496787548065,0.6468750238418579,-0.00044143758714199066,0.02681107074022293,0.091922784860717,10.92682146996523,0.091922784860717
