model,object,n_test,train_time_s,epochs_run,batch_size,learning_rate,rmse,mae,r2,bias,nmad,outliers_pct,outliers_0.05_pct,outliers_0.15_pct
cnn_baseline,QSO,44985,11963.552105903625,50,64,0.0003,0.04570509639384417,0.02251525968313217,0.9852209687232971,-0.002959520323202014,0.007222714368253946,0.2800933644548183,1.3937979326442147,0.2800933644548183
