z_min,z_max,n_galaxias,sigma_nmad,bias,outliers_05_%,outliers_15_%
0.6000884175300598,0.6500794351100921,349,0.032080107228085394,0.04035089164972305,37.249283667621775,2.005730659025788
0.6500794351100921,0.7000704526901245,1058,0.02435997385047376,0.017750263214111328,15.784499054820417,0.7561436672967864
0.7000704526901245,0.7500614702701569,2915,0.016661549077928064,0.010347014293074608,6.037735849056604,0.03430531732418524
0.7500614702701569,0.8000524878501892,4836,0.013428184770047664,0.004243782721459866,3.0397022332506203,0.062034739454094295
0.8000524878501892,0.8500435054302216,5044,0.012940243759565054,0.0006765244761481881,2.656621728786677,0.019825535289452814
0.8500435054302216,0.9000345230102539,4095,0.014924683932960033,-0.004204757511615753,1.7826617826617825,0.0
0.9000345230102539,0.9500255405902862,2775,0.018136774581111965,-0.0019946324173361063,3.4594594594594597,0.0
0.9500255405902862,1.0000165581703186,1876,0.03063393745422363,-0.009590694680809975,14.658848614072495,0.053304904051172705
1.0000165581703186,1.0500075757503509,1264,0.025260962426662443,-0.019940465688705444,17.484177215189874,0.07911392405063292
1.0500075757503509,1.0999985933303833,809,0.027943882007896898,-0.02649136260151863,24.103831891223734,0.2472187886279357
